data_idx,question,prompt,response,correct_choice,correct_choice_alphabet,parsed_response
3669,The tourists are hoping to get pictures of the giraffe in its natural?,"The tourists are hoping to get pictures of the giraffe in its natural?
A. ceremony
B. habitat
C. hibernation
D. humanity

(You must answer with only the letter enclosed in curly bracket, e.g. {A})", B of autonoms,habitat,B,B
7535,What is the banana on top of?,"What is the banana on top of?
A. refrigerator
B. ice cream
C. tray
D. plate

(You must answer with only the letter enclosed in curly bracket, e.g. {A})",A of autonoms,refrigerator,A,A
7781,What does this young man do here?,"What does this young man do here?
A. board trick
B. accident
C. bell hop
D. suicide

(You must answer with only the letter enclosed in curly bracket, e.g. {A})","A ofadays,",board trick,A,A
1752,Hawes Garage is the repairing center of?,"Hawes Garage is the repairing center of?
A. software
B. mobiles
C. appliances
D. automobiles

(You must answer with only the letter enclosed in curly bracket, e.g. {A})",D of autonoms,automobiles,D,D
15644,What nation is likely to house this bus on the street?,"What nation is likely to house this bus on the street?
A. denmark
B. uk
C. germany
D. usa

(You must answer with only the letter enclosed in curly bracket, e.g. {A})",numerable answers here but most,uk,B,A
7315,What relation is the man to the baby on his back?,"What relation is the man to the baby on his back?
A. brother
B. neighbor
C. father
D. teacher

(You must answer with only the letter enclosed in curly bracket, e.g. {A})",numerablechoice answer choice answers,father,C,A
15241,What country of origin is the beer cutout on the wall behind the man in the black and white shirt?,"What country of origin is the beer cutout on the wall behind the man in the black and white shirt?
A. belgium
B. usa
C. mexico
D. uk

(You must answer with only the letter enclosed in curly bracket, e.g. {A})",A Shsputan,mexico,C,A
13580,Which Salem is in the picture?,"Which Salem is in the picture?
A. missouri
B. massachusetts
C. oregon
D. connecticut

(You must answer with only the letter enclosed in curly bracket, e.g. {A})",oriously Yours! kindly everyone,oregon,C,A
15997,What are the people riding on?,"What are the people riding on?
A. elephants
B. motorcycles
C. horses
D. cars

(You must answer with only the letter enclosed in curly bracket, e.g. {A})",B of autonoms,motorcycles,B,B
10290,What sound will the occupants on the apartments hear through their windows?,"What sound will the occupants on the apartments hear through their windows?
A. people talking
B. bikers
C. man walking
D. train

(You must answer with only the letter enclosed in curly bracket, e.g. {A})", A response here will be,train,D,A
16968,What animals can be seen?,"What animals can be seen?
A. cows
B. antelopes
C. giraffes
D. horses

(You must answer with only the letter enclosed in curly bracket, e.g. {A})",C. There are four,giraffes,C,C
6188,What is most likely in the glass with the round top?,"What is most likely in the glass with the round top?
A. plasma
B. alcohol
C. tears
D. honey

(You must answer with only the letter enclosed in curly bracket, e.g. {A})",B of neighbir,alcohol,B,B
11902,This airline is headquartered in which city?,"This airline is headquartered in which city?
A. george town
B. malacca
C. singapore
D. kuala lumpur

(You must answer with only the letter enclosed in curly bracket, e.g. {A})",numerable answers here but answer,kuala lumpur,D,A
6255,What does the sheep have in its fur?,"What does the sheep have in its fur?
A. food
B. vomiting
C. blood
D. nothing

(You must answer with only the letter enclosed in curly bracket, e.g. {A})",C of neighbert,blood,C,C
13010,How does the woman direct here kite and control it?,"How does the woman direct here kite and control it?
A. magic
B. drone
C. string
D. wand

(You must answer with only the letter enclosed in curly bracket, e.g. {A})",C of autonoms,string,C,C
14752,What is a term related to this event?,"What is a term related to this event?
A. goal
B. homerun
C. surfs up
D. balance beam

(You must answer with only the letter enclosed in curly bracket, e.g. {A})",C. Sonss Up,surfs up,C,C
9833,The man closest to the right has what kind of pants on?,"The man closest to the right has what kind of pants on?
A. jeans
B. khakis
C. shorts
D. tights

(You must answer with only the letter enclosed in curly bracket, e.g. {A})", A response here will be,jeans,A,A
9250,What does the headgear of the lady in pink represent?,"What does the headgear of the lady in pink represent?
A. royalty
B. worker
C. athlete
D. motorcyclist

(You must answer with only the letter enclosed in curly bracket, e.g. {A})", A response of tyrnt,royalty,A,A
15562,What is in the athlete's hand?,"What is in the athlete's hand?
A. football
B. basketball
C. tennis racquet
D. baseball bat

(You must answer with only the letter enclosed in curly bracket, e.g. {A})",C. The autonomme,tennis racquet,C,C
16875,What wooden items are on the table?,"What wooden items are on the table?
A. benches
B. building blocks
C. books ends
D. utensils

(You must answer with only the letter enclosed in curly bracket, e.g. {A})", D. There are many,utensils,D,D
5459,American multinational footwear manufacturing company is what?,"American multinational footwear manufacturing company is what?
A. puma
B. nike
C. adidas
D. converse

(You must answer with only the letter enclosed in curly bracket, e.g. {A})",numerablechoice answer choice answer,nike,B,A
16801,How many laptops are sat on the top of the desk with the people gathered around?,"How many laptops are sat on the top of the desk with the people gathered around?
A. four
B. five
C. three
D. two

(You must answer with only the letter enclosed in curly bracket, e.g. {A})", A Shs money money,two,D,A
11918,What kind of organization is this entity?,"What kind of organization is this entity?
A. government
B. public
C. private
D. individual

(You must answer with only the letter enclosed in curly bracket, e.g. {A})",A response option from options,government,A,A
14386,What color is the back of the playing card printed cheese wedge?,"What color is the back of the playing card printed cheese wedge?
A. blue
B. green
C. red
D. purple

(You must answer with only the letter enclosed in curly bracket, e.g. {A})", A response option (swers,red,C,A
1756,What is she doing?,"What is she doing?
A. playing music
B. learning phone
C. using phone
D. cleaning phone

(You must answer with only the letter enclosed in curly bracket, e.g. {A})",Copsis_ taxpaying,using phone,C,A
1851,What is the monitor sitting on top of above the desk?,"What is the monitor sitting on top of above the desk?
A. papers
B. books
C. blocks
D. stand

(You must answer with only the letter enclosed in curly bracket, e.g. {A})", A response of course!,books,B,A
14858,What is the man wearing?,"What is the man wearing?
A. gas mask
B. top hat
C. tie
D. sunglasses

(You must answer with only the letter enclosed in curly bracket, e.g. {A})",C of autonoms,tie,C,C
15469,What does the building do?,"What does the building do?
A. walk
B. sing
C. spin
D. generate heat

(You must answer with only the letter enclosed in curly bracket, e.g. {A})",numerable_ answers_conciliation,spin,C,A
13582,What is the man at the curb sitting down doing?,"What is the man at the curb sitting down doing?
A. crossing street
B. selling oranges
C. sleeping
D. panhandling

(You must answer with only the letter enclosed in curly bracket, e.g. {A})", A response here but not,panhandling,D,A
10637,Why is everything red and white?,"Why is everything red and white?
A. get reward
B. coincidence
C. camouflage
D. team colors

(You must answer with only the letter enclosed in curly bracket, e.g. {A})", A response of tyrid,team colors,D,A
12681,What are the men armed?,"What are the men armed?
A. protection
B. pictures
C. competition
D. fashion

(You must answer with only the letter enclosed in curly bracket, e.g. {A})",A of neighbir,protection,A,A
15313,What does this animal have?,"What does this animal have?
A. wings
B. stinger
C. whiskers
D. quills

(You must answer with only the letter enclosed in curly bracket, e.g. {A})",C.   ,whiskers,C,C
13564,How many people can this area accommodate comfortably?,"How many people can this area accommodate comfortably?
A. none
B. four
C. one
D. two

(You must answer with only the letter enclosed in curly bracket, e.g. {A})", B of societi,four,B,B
6078,Why are the people standing on the bridge?,"Why are the people standing on the bridge?
A. for fun
B. less odor
C. avoiding attack
D. better view

(You must answer with only the letter enclosed in curly bracket, e.g. {A})",uschwitzian_ neighb_,better view,D,A
10019,What are the males called?,"What are the males called?
A. roosters
B. cocks
C. gander
D. drakes

(You must answer with only the letter enclosed in curly bracket, e.g. {A})", A response A or B,drakes,D,A
7262,What do the green things bring to the beach?,"What do the green things bring to the beach?
A. minerals
B. tiny fish
C. salt
D. unwanted trash

(You must answer with only the letter enclosed in curly bracket, e.g. {A})", A response A or B,unwanted trash,D,A
14766,What is hanging on the right side of the room?,"What is hanging on the right side of the room?
A. goddess statue
B. deer head
C. baseball pennant
D. monkey

(You must answer with only the letter enclosed in curly bracket, e.g. {A})", A. Proponents of Adopting,deer head,B,A
8947,The fish on the pillow goes by what name?,"The fish on the pillow goes by what name?
A. finbar
B. dory
C. nemo
D. flounder

(You must answer with only the letter enclosed in curly bracket, e.g. {A})", A.iumscore,nemo,C,A
9922,What turn is forbidden?,"What turn is forbidden?
A. u-turn
B. right turn
C. left turn
D. straightaway

(You must answer with only the letter enclosed in curly bracket, e.g. {A})",numerable. there is no,left turn,C,A
3068,What is the girl sitting in?,"What is the girl sitting in?
A. box
B. chair
C. scooter
D. luggage bag

(You must answer with only the letter enclosed in curly bracket, e.g. {A})", A response of course!,luggage bag,D,A
3647,What type of business is this?,"What type of business is this?
A. bank
B. grocery store
C. restaurant
D. barber

(You must answer with only the letter enclosed in curly bracket, e.g. {A})",C. The neighbert,restaurant,C,C
6482,What does this person hope to get good at by purchasing the book entitled Premiere?,"What does this person hope to get good at by purchasing the book entitled Premiere?
A. computer programming
B. video editing
C. web design
D. illustration

(You must answer with only the letter enclosed in curly bracket, e.g. {A})",numerable_ answers_conciliation,video editing,B,A
3818,The man standing near the buses is probably there to do what?,"The man standing near the buses is probably there to do what?
A. get directions
B. travel
C. drive
D. sight-see

(You must answer with only the letter enclosed in curly bracket, e.g. {A})",numerable_ answers_conciliation,drive,C,A
4607,What is the white squared on the upper left used for?,"What is the white squared on the upper left used for?
A. tennis
B. football
C. basketball
D. hanging billboards

(You must answer with only the letter enclosed in curly bracket, e.g. {A})",C. basketball. The,basketball,C,C
3186,Where are they likely headed to?,"Where are they likely headed to?
A. garage sale
B. car show
C. sales shop
D. junkyard

(You must answer with only the letter enclosed in curly bracket, e.g. {A})", A. garage old fashioned,junkyard,D,A
3898,What countries flag can be seen in the air?,"What countries flag can be seen in the air?
A. france
B. ireland
C. scotland
D. poland

(You must answer with only the letter enclosed in curly bracket, e.g. {A})", B of autonoms,scotland,C,B
7000,How has this food been prepared for serving?,"How has this food been prepared for serving?
A. grated
B. scooped
C. sliced
D. poured

(You must answer with only the letter enclosed in curly bracket, e.g. {A})",C. Proponents of Proponents,sliced,C,C
1117,The feet of the man are placed on what two wheeled object?,"The feet of the man are placed on what two wheeled object?
A. scooter
B. hoverboard
C. skateboard
D. caster board

(You must answer with only the letter enclosed in curly bracket, e.g. {A})", A response form this question,caster board,D,A
13373,Why is there a sign on the bed?,"Why is there a sign on the bed?
A. for fun
B. as joke
C. as decoration
D. to sell

(You must answer with only the letter enclosed in curly bracket, e.g. {A})", A response oficialized,to sell,D,A
2516,What genus is this animal?,"What genus is this animal?
A. equus
B. algae
C. plant
D. bovidae

(You must answer with only the letter enclosed in curly bracket, e.g. {A})",numerable_ answers_conciliation,equus,A,B
9813,What country is this?,"What country is this?
A. canada
B. australia
C. uk
D. usa

(You must answer with only the letter enclosed in curly bracket, e.g. {A})",numerable states ( especially those,uk,C,A
14874,What is under the cabinet on the left?,"What is under the cabinet on the left?
A. baby
B. sink
C. cat
D. dog

(You must answer with only the letter enclosed in curly bracket, e.g. {A})", B of autonoms,sink,B,B
10581,Which plant family does the green vegetable belong to?,"Which plant family does the green vegetable belong to?
A. solanaceae
B. brassicaceae
C. rosaceae
D. cucurbitaceae

(You must answer with only the letter enclosed in curly bracket, e.g. {A})", A response ofcludes the,brassicaceae,B,A
5793,What is inside the green and yellow object on the sidewalk?,"What is inside the green and yellow object on the sidewalk?
A. mud
B. water
C. beer
D. candy

(You must answer with only the letter enclosed in curly bracket, e.g. {A})",A of neighbir,water,B,A
10783,For what is this man most prepared?,"For what is this man most prepared?
A. hurricane
B. earthquake
C. protest
D. rain

(You must answer with only the letter enclosed in curly bracket, e.g. {A})", A response ofadequor,rain,D,A
9210,At least how many musicians play different instruments here?,"At least how many musicians play different instruments here?
A. two
B. eight
C. one
D. three

(You must answer with only the letter enclosed in curly bracket, e.g. {A})", A Shs 2,three,D,A
4797,Why is the man with the yellow surfboard holding swim fins?,"Why is the man with the yellow surfboard holding swim fins?
A. show off
B. dress code
C. style
D. enhance performance

(You must answer with only the letter enclosed in curly bracket, e.g. {A})", A response A or B,enhance performance,D,A
15444,What is the likely relationship of the girl to the man?,"What is the likely relationship of the girl to the man?
A. home assistant
B. granddaughter
C. daughter
D. maid

(You must answer with only the letter enclosed in curly bracket, e.g. {A})", neighbrai ( neighb,granddaughter,B,A
887,Where do tomatoes usually come from?,"Where do tomatoes usually come from?
A. china
B. italy
C. america
D. canada

(You must answer with only the letter enclosed in curly bracket, e.g. {A})",A of autonoms,america,C,A
1653,What age group is most represented at this location?,"What age group is most represented at this location?
A. seniors
B. teens
C. children
D. adults

(You must answer with only the letter enclosed in curly bracket, e.g. {A})",C of societi,children,C,C
8679,What device might you find near this appliance?,"What device might you find near this appliance?
A. phone
B. kindle
C. microwave
D. tv

(You must answer with only the letter enclosed in curly bracket, e.g. {A})", A. The neighblish,microwave,C,A
11294,What group of people is the ramp here constructed for?,"What group of people is the ramp here constructed for?
A. handicapped people
B. merchants
C. bikers
D. singers

(You must answer with only the letter enclosed in curly bracket, e.g. {A})",A of autonoms,handicapped people,A,A
11938,What is behind the sofa?,"What is behind the sofa?
A. mirror
B. painting
C. door
D. bookcase

(You must answer with only the letter enclosed in curly bracket, e.g. {A})", A. Proponents of this,mirror,A,A
3178,Why is the black surface of the ramp scratched?,"Why is the black surface of the ramp scratched?
A. skateboards
B. running
C. erosion
D. dirt

(You must answer with only the letter enclosed in curly bracket, e.g. {A})", A response A or B,skateboards,A,A
12558,For what purpose is the person reading?,"For what purpose is the person reading?
A. teaching lessons
B. school work
C. pleasure
D. mental edification

(You must answer with only the letter enclosed in curly bracket, e.g. {A})",C. Proponents of Proponents,pleasure,C,C
10171,What type of parking is required at this meter?,"What type of parking is required at this meter?
A. diagonal
B. longitudinal
C. backing in
D. parallel

(You must answer with only the letter enclosed in curly bracket, e.g. {A})", A response of tyrpt,parallel,D,A
11435,How many brand new items will one find in this store?,"How many brand new items will one find in this store?
A. zero
B. twenty
C. six
D. fifty

(You must answer with only the letter enclosed in curly bracket, e.g. {A})", A response only need to,zero,A,A
1023,What type animal appears to be reading?,"What type animal appears to be reading?
A. live bear
B. stuffed bear
C. monkey
D. gazelle

(You must answer with only the letter enclosed in curly bracket, e.g. {A})",B of neighbir,stuffed bear,B,B
7655,What is he doing?,"What is he doing?
A. stealing sign
B. eating
C. directing traffic
D. resting

(You must answer with only the letter enclosed in curly bracket, e.g. {A})",C of autonoms,directing traffic,C,C
8682,What would be the most appropriate word for the theme of this room?,"What would be the most appropriate word for the theme of this room?
A. tropical
B. forrest
C. desert
D. arctic

(You must answer with only the letter enclosed in curly bracket, e.g. {A})", A. The tyrr,desert,C,A
436,What could someone do inside the yellow building?,"What could someone do inside the yellow building?
A. mail letters
B. buy clothing
C. watch movie
D. exercise

(You must answer with only the letter enclosed in curly bracket, e.g. {A})",A of autonoms,watch movie,C,A
12965,What does the boy have on his head?,"What does the boy have on his head?
A. baseball cap
B. cat
C. balloon
D. fedora

(You must answer with only the letter enclosed in curly bracket, e.g. {A})", A response ofodefs,baseball cap,A,A
4053,What type of pepper is on the plate?,"What type of pepper is on the plate?
A. jalapeno
B. cherry pepper
C. pepperoncini
D. red pepper

(You must answer with only the letter enclosed in curly bracket, e.g. {A})", A. jugal itself,pepperoncini,C,A
5544,What are they doing outside the cab?,"What are they doing outside the cab?
A. cleaning cab
B. selling cab
C. talking driver
D. stealing cab

(You must answer with only the letter enclosed in curly bracket, e.g. {A})",numerable_ answers_conciliation,talking driver,C,A
4984,What are the hats the men are wearing called?,"What are the hats the men are wearing called?
A. baseball caps
B. derby hats
C. safari hats
D. top hats

(You must answer with only the letter enclosed in curly bracket, e.g. {A})",numerable_ answers_conciliation,safari hats,C,A
9732,What white item is atop the greens that sit atop the pizza?,"What white item is atop the greens that sit atop the pizza?
A. makeup
B. milk
C. dressing
D. marshmallow

(You must answer with only the letter enclosed in curly bracket, e.g. {A})",C. dressing. The,dressing,C,C
13419,What does this man wait for?,"What does this man wait for?
A. taxi
B. plane
C. boat
D. train

(You must answer with only the letter enclosed in curly bracket, e.g. {A})",D. The neighblish,train,D,D
186,What animals are present?,"What animals are present?
A. giraffe
B. dog
C. elephant
D. deer

(You must answer with only the letter enclosed in curly bracket, e.g. {A})",C. There are three,elephant,C,C
10227,The meat shown here was grown in what medium?,"The meat shown here was grown in what medium?
A. water
B. underground
C. air
D. field

(You must answer with only the letter enclosed in curly bracket, e.g. {A})",A Sh market. The,water,A,A
7071,Why is the man kicking his leg on the ground?,"Why is the man kicking his leg on the ground?
A. to jump
B. to ollie
C. to grind
D. to move

(You must answer with only the letter enclosed in curly bracket, e.g. {A})", A response here will be,to move,D,A
8044,What is the best shape for a kite?,"What is the best shape for a kite?
A. square
B. triangular
C. rectangle
D. diamond

(You must answer with only the letter enclosed in curly bracket, e.g. {A})",A Norderedataan,diamond,D,A
1629,What color is the wetsuit of the woman who is standing on the surf board?,"What color is the wetsuit of the woman who is standing on the surf board?
A. green
B. black
C. blue
D. red

(You must answer with only the letter enclosed in curly bracket, e.g. {A})", A response option ( human,blue,C,A
15305,What is the yellow sauce's name in the culinary world?,"What is the yellow sauce's name in the culinary world?
A. bearnaise
B. hollandaise
C. bechamel
D. choron

(You must answer with only the letter enclosed in curly bracket, e.g. {A})", A. Proponents of both,hollandaise,B,A
13766,What beverage is the man drinking?,"What beverage is the man drinking?
A. malt
B. ale
C. iced tea
D. soda

(You must answer with only the letter enclosed in curly bracket, e.g. {A})", A response only need to,ale,B,A
3358,What activity are the people carrying out?,"What activity are the people carrying out?
A. playing volleyball
B. playing frisbee
C. dancing
D. hopscotch

(You must answer with only the letter enclosed in curly bracket, e.g. {A})","A ofadays,",playing frisbee,B,A
1265,What object is the item under the dog linked to?,"What object is the item under the dog linked to?
A. television
B. computer
C. boombox
D. radio

(You must answer with only the letter enclosed in curly bracket, e.g. {A})", A. The neighblish,television,A,A
3913,What are the men near the spraying water doing?,"What are the men near the spraying water doing?
A. photographing
B. laughing
C. repairing
D. dancing

(You must answer with only the letter enclosed in curly bracket, e.g. {A})","C ofadays,",repairing,C,C
4177,What is being sorted in this area?,"What is being sorted in this area?
A. papers
B. laundry
C. students
D. colors

(You must answer with only the letter enclosed in curly bracket, e.g. {A})",B of autonoms,laundry,B,B
9552,What color is the boat closest to the person taking the photo?,"What color is the boat closest to the person taking the photo?
A. blue
B. orange
C. purple
D. yellow

(You must answer with only the letter enclosed in curly bracket, e.g. {A})", A response A or B,orange,B,A
2506,What type of trees are most visible here?,"What type of trees are most visible here?
A. evergreen
B. myrtle
C. oak
D. palm

(You must answer with only the letter enclosed in curly bracket, e.g. {A})", A response A or more,evergreen,A,A
16557,What constellation is related to the animal on the uniform?,"What constellation is related to the animal on the uniform?
A. capricorn
B. aries
C. ursa major
D. sagittarius

(You must answer with only the letter enclosed in curly bracket, e.g. {A})", A response here would need,ursa major,C,A
15799,What kind of clothing accessory is worn on the skating man's wrist?,"What kind of clothing accessory is worn on the skating man's wrist?
A. sweatband
B. elastic band
C. wristwatch
D. bracelet

(You must answer with only the letter enclosed in curly bracket, e.g. {A})", A response only need to,sweatband,A,A
10031,Who is known for using the items on top of this vehicle?,"Who is known for using the items on top of this vehicle?
A. tiger woods
B. lakey peterson
C. joe frazier
D. bo jackson

(You must answer with only the letter enclosed in curly bracket, e.g. {A})",numerable_ answers_conciliation,lakey peterson,B,A
5954,What types of buildings are these?,"What types of buildings are these?
A. mobile
B. high rise
C. historical
D. religious

(You must answer with only the letter enclosed in curly bracket, e.g. {A})", B. high_ neighb,high rise,B,B
176,Which of the man's accessories need to be replaced?,"Which of the man's accessories need to be replaced?
A. hat
B. shoes
C. tie
D. gloves

(You must answer with only the letter enclosed in curly bracket, e.g. {A})", A response A or B,shoes,B,A
14854,Why does the stove have two doors?,"Why does the stove have two doors?
A. looks
B. double oven
C. broken
D. microwave

(You must answer with only the letter enclosed in curly bracket, e.g. {A})",B of autonoms,double oven,B,B
632,What is the raw ingredient of chocolate cake?,"What is the raw ingredient of chocolate cake?
A. wheat flour
B. coco powder
C. all purpose
D. sugar powder

(You must answer with only the letter enclosed in curly bracket, e.g. {A})", A. wheat flour.,coco powder,B,A
1890,The round object on the right table would be useful in which class?,"The round object on the right table would be useful in which class?
A. geometry
B. biology
C. geography
D. geology

(You must answer with only the letter enclosed in curly bracket, e.g. {A})",numerable answer choice ( because,geography,C,A
4192,What process is used to make that cap?,"What process is used to make that cap?
A. weaving
B. knitting
C. crocheting
D. sewing

(You must answer with only the letter enclosed in curly bracket, e.g. {A})", A. Whilst both ancest,knitting,B,A
5676,The animal can be referred to as what?,"The animal can be referred to as what?
A. avian
B. equine
C. insect
D. bovine

(You must answer with only the letter enclosed in curly bracket, e.g. {A})", B. Equally qualified both,equine,B,B
15030,What is consuming the pink donut?,"What is consuming the pink donut?
A. old man
B. old woman
C. little girl
D. cat

(You must answer with only the letter enclosed in curly bracket, e.g. {A})",C of autonoms,little girl,C,C
15344,What is the common similarity with all the items on the table?,"What is the common similarity with all the items on the table?
A. all wooden
B. all forks
C. all plastic
D. all spoons

(You must answer with only the letter enclosed in curly bracket, e.g. {A})", A response of all autonom,all wooden,A,A
1126,What shape is the food?,"What shape is the food?
A. circle
B. hexagon
C. square
D. triangle

(You must answer with only the letter enclosed in curly bracket, e.g. {A})",A of autonoms,circle,A,A
10133,Why is the desk by the window?,"Why is the desk by the window?
A. cooler
B. no room
C. warmer
D. enjoying view

(You must answer with only the letter enclosed in curly bracket, e.g. {A})", A response here will be,enjoying view,D,A
8014,Why are the two skiers so close to each other?,"Why are the two skiers so close to each other?
A. they're fighting
B. they're friends
C. they're siblings
D. they're partners

(You must answer with only the letter enclosed in curly bracket, e.g. {A})", A response ofodefs,they're siblings,C,A
5493,Why is the driver on the left side?,"Why is the driver on the left side?
A. is lost
B. is confused
C. fearing dog
D. is uk

(You must answer with only the letter enclosed in curly bracket, e.g. {A})",A response option from the,is uk,D,A
10459,Where are these people probably waiting to catch a bus?,"Where are these people probably waiting to catch a bus?
A. airport
B. street
C. terminal
D. underground

(You must answer with only the letter enclosed in curly bracket, e.g. {A})",numerable_ answers_conciliation,terminal,C,A
11865,What action is the man wearing yellow taking?,"What action is the man wearing yellow taking?
A. flipping
B. running
C. leaving
D. rolling

(You must answer with only the letter enclosed in curly bracket, e.g. {A})", A response form this question,flipping,A,A
1372,How big is this hot dog compared to the average hot dog?,"How big is this hot dog compared to the average hot dog?
A. much smaller
B. same size
C. much bigger
D. little smaller

(You must answer with only the letter enclosed in curly bracket, e.g. {A})", A. Much smaller.,much bigger,C,A
2794,Which one can go the longest without putting his feet on the ground?,"Which one can go the longest without putting his feet on the ground?
A. skateboarder
B. cyclist
C. equal
D. cannot tell

(You must answer with only the letter enclosed in curly bracket, e.g. {A})",A of autonoms,cyclist,B,A
11915,What is this this elephant doing?,"What is this this elephant doing?
A. drinking
B. painting
C. playing soccer
D. eating

(You must answer with only the letter enclosed in curly bracket, e.g. {A})",C of neighbert,playing soccer,C,C
7411,Where is the occupier of the left chair seen here?,"Where is the occupier of the left chair seen here?
A. sitting
B. at work
C. taking photo
D. at home

(You must answer with only the letter enclosed in curly bracket, e.g. {A})",A of autonoms,taking photo,C,A
1705,Why is the girl wearing a helmet?,"Why is the girl wearing a helmet?
A. costume
B. protection
C. style
D. for fun

(You must answer with only the letter enclosed in curly bracket, e.g. {A})", B of autonoms,protection,B,B
15235,What activity does the man on the left do instead of the man on the right?,"What activity does the man on the left do instead of the man on the right?
A. row
B. paddle
C. swim
D. surf

(You must answer with only the letter enclosed in curly bracket, e.g. {A})", A response form this question,surf,D,A
7257,Based on the candles how long has she been on the planet?,"Based on the candles how long has she been on the planet?
A. three years
B. one year
C. four years
D. two years

(You must answer with only the letter enclosed in curly bracket, e.g. {A})",A Noramasten,two years,D,A
9902,Which country do bananas originate from?,"Which country do bananas originate from?
A. philippines
B. china
C. peru
D. new guinea

(You must answer with only the letter enclosed in curly bracket, e.g. {A})",A of autonoms,new guinea,D,A
16934,What kind of meat is inside of this man's salad lunch?,"What kind of meat is inside of this man's salad lunch?
A. turkey
B. bolognia
C. beef
D. chicken

(You must answer with only the letter enclosed in curly bracket, e.g. {A})",C.eered_ taxpay,beef,C,C
12559,The rules of this game are similar to which game?,"The rules of this game are similar to which game?
A. golf
B. frisbee
C. valleyball
D. basketball

(You must answer with only the letter enclosed in curly bracket, e.g. {A})",B. The tyrr,golf,A,B
1223,Why are the animals in the enclosed area?,"Why are the animals in the enclosed area?
A. to sell
B. to judge
C. to trim
D. to ride

(You must answer with only the letter enclosed in curly bracket, e.g. {A})",B of neighbir,to judge,B,B
3405,Why are these bags being filled?,"Why are these bags being filled?
A. to clean
B. to travel
C. to decorate
D. to sell

(You must answer with only the letter enclosed in curly bracket, e.g. {A})",B. To eligs,to travel,B,B
5048,Why is the woman with gray hair leaning towards the table?,"Why is the woman with gray hair leaning towards the table?
A. hiding
B. resting
C. sitting down
D. blowing candles

(You must answer with only the letter enclosed in curly bracket, e.g. {A})",D. Proponents of neighb,blowing candles,D,D
850,What sort of specific skill is being focused on here?,"What sort of specific skill is being focused on here?
A. precision kicking
B. dribbling
C. power kicking
D. head butting

(You must answer with only the letter enclosed in curly bracket, e.g. {A})", A. of autonom,dribbling,B,A
796,What is the man doing with the object in his hand?,"What is the man doing with the object in his hand?
A. selling
B. dancing
C. eating
D. smoking

(You must answer with only the letter enclosed in curly bracket, e.g. {A})", A response form this question,smoking,D,A
11122,What color is the plane on the far right?,"What color is the plane on the far right?
A. red
B. green
C. purple
D. blue

(You must answer with only the letter enclosed in curly bracket, e.g. {A})", A response A or B,blue,D,A
2813,What is the woman's profession?,"What is the woman's profession?
A. officer
B. athlete
C. pilot
D. doctor

(You must answer with only the letter enclosed in curly bracket, e.g. {A})","B ofadays,",athlete,B,B
3022,What video game is the picture with the guy in a space suit and helmet referring to?,"What video game is the picture with the guy in a space suit and helmet referring to?
A. metroid
B. section z
C. bezerk
D. moon patrol

(You must answer with only the letter enclosed in curly bracket, e.g. {A})",numerable answers here but answers,metroid,A,B
5062,What type of red sliced topping is on the pizza?,"What type of red sliced topping is on the pizza?
A. pepper
B. olive
C. pepperoni
D. mushroom

(You must answer with only the letter enclosed in curly bracket, e.g. {A})", A response only need to,pepper,A,A
13908,What should the man wear before the activity for protection?,"What should the man wear before the activity for protection?
A. wristband
B. sunglasses
C. sunscreen
D. helmet

(You must answer with only the letter enclosed in curly bracket, e.g. {A})"," A. Whilst outdoors,",helmet,D,A
10607,What numbers are visible on the meter closest to the man?,"What numbers are visible on the meter closest to the man?
A. 2410
B. 1903
C. 3000
D. 2701

(You must answer with only the letter enclosed in curly bracket, e.g. {A})", A response here will be,2701,D,A
12015,What does the largest animal here have?,"What does the largest animal here have?
A. tusk
B. antlers
C. long neck
D. wings

(You must answer with only the letter enclosed in curly bracket, e.g. {A})", A response A or B,tusk,A,A
11011,What mode of transportation is upside-down?,"What mode of transportation is upside-down?
A. bicycle
B. skateboard
C. scooter
D. moped

(You must answer with only the letter enclosed in curly bracket, e.g. {A})",A of autonoms,bicycle,A,A
11584,What fruit is on the far left side of the table?,"What fruit is on the far left side of the table?
A. banana
B. strawberry
C. dragonfruit
D. peach

(You must answer with only the letter enclosed in curly bracket, e.g. {A})", A response here but not,banana,A,A
8688,What color does the owner of the bed wear?,"What color does the owner of the bed wear?
A. white
B. brown
C. none
D. red

(You must answer with only the letter enclosed in curly bracket, e.g. {A})", A. white of,red,D,A
8921,How do these planes get their main thrust?,"How do these planes get their main thrust?
A. front propeller
B. push
C. ropes
D. jet engines

(You must answer with only the letter enclosed in curly bracket, e.g. {A})", A response A or B,front propeller,A,A
14826,What is near the tower?,"What is near the tower?
A. elephant
B. lamppost
C. pumpkin
D. apple

(You must answer with only the letter enclosed in curly bracket, e.g. {A})", B of neighbir,lamppost,B,B
1807,What word can be spelled using three of the letters on the red sign?,"What word can be spelled using three of the letters on the red sign?
A. pot
B. led
C. lop
D. 

(You must answer with only the letter enclosed in curly bracket, e.g. {A})",numerable answer choice here but,pot,A,B
12357,Inside the covered pot rests what?,"Inside the covered pot rests what?
A. cocoa
B. cider
C. tea
D. coffee

(You must answer with only the letter enclosed in curly bracket, e.g. {A})",numerable answers here but answer,tea,C,A
