data_idx,question,prompt,response,correct_choice,correct_choice_alphabet,parsed_response,Segment,WC,Analytic,Clout,Authentic,Tone,WPS,BigWords,Dic,Linguistic,function,pronoun,ppron,i,we,you,shehe,they,ipron,det,article,number,prep,auxverb,adverb,conj,negate,verb,adj,quantity,Drives,affiliation,achieve,power,Cognition,allnone,cogproc,insight,cause,discrep,tentat,certitude,differ,memory,Affect,tone_pos,tone_neg,emotion,emo_pos,emo_neg,emo_anx,emo_anger,emo_sad,swear,Social,socbehav,prosocial,polite,conflict,moral,comm,socrefs,family,friend,female,male,Culture,politic,ethnicity,tech,Lifestyle,leisure,home,work,money,relig,Physical,health,illness,wellness,mental,substances,sexual,food,death,need,want,acquire,lack,fulfill,fatigue,reward,risk,curiosity,allure,Perception,attention,motion,space,visual,auditory,feeling,time,focuspast,focuspresent,focusfuture,Conversation,netspeak,assent,nonflu,filler,AllPunc,Period,Comma,QMark,Exclam,Apostro,OtherP,Emoji
12952,What fuels the mode of travel shown?,"What fuels the mode of travel shown?
A. beef
B. oats
C. gas
D. coal

(You must answer with only the letter enclosed in curly bracket, e.g. {A})",C,oats,B,C,1,7,99,,24.32,,7,0,57.14,57.14,42.86,14.29,0,0,0,0,0,0,14.29,14.29,14.29,0,14.29,0,0,0,0,14.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.29,14.29,0,14.29,0,0,0,0,0,0,0,0,0,0,0,0,0,14.29,0,0,14.29,0,0,0,0
10943,How is the surfboard likely connected to this surfer?,"How is the surfboard likely connected to this surfer?
A. collar
B. necklace
C. sonar powered
D. ankle rope

(You must answer with only the letter enclosed in curly bracket, e.g. {A})",D,ankle rope,D,D,1,9,66.04,,77.17,,9,22.22,77.78,66.67,55.56,11.11,0,0,0,0,0,0,11.11,22.22,11.11,0,11.11,11.11,11.11,0,0,11.11,11.11,0,0,0,0,0,22.22,0,22.22,11.11,11.11,0,11.11,0,0,0,0,0,0,0,0,0,0,0,0,0,11.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.11,0,0,11.11,0,0,0,0,0,11.11,0,0,0,0,0,0,11.11,0,0,11.11,0,0,0,0
6426,What does the black object above the boat provide?,"What does the black object above the boat provide?
A. solar power
B. cammo
C. water
D. shade

(You must answer with only the letter enclosed in curly bracket, e.g. {A})",D,shade,D,D,1,9,98.16,,10.18,,9,11.11,77.78,66.67,55.56,11.11,0,0,0,0,0,0,11.11,22.22,22.22,0,11.11,11.11,0,0,0,11.11,11.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.11,11.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.22,0,0,11.11,11.11,0,0,0,0,22.22,0,0,0,0,0,0,11.11,0,0,11.11,0,0,0,0
4920,What is the main reason to stay in this room?,"What is the main reason to stay in this room?
A. to sleep
B. to bathe
C. to cook
D. to exercise

(You must answer with only the letter enclosed in curly bracket, e.g. {A})",A,to sleep,A,A,1,10,89.52,,99,,10,0,100,80,60,20,0,0,0,0,0,0,20,20,10,0,20,10,0,0,0,20,10,0,0,0,0,0,10,0,10,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,30,0,0,30,0,0,0,0,0,10,0,0,0,0,0,0,10,0,0,10,0,0,0,0
6317,What type of area is shown?,"What type of area is shown?
A. rural
B. country
C. residential
D. commercial

(You must answer with only the letter enclosed in curly bracket, e.g. {A})",D.,commercial,D,D,1,6,49.68,,39.59,,6,0,66.67,50,50,16.67,0,0,0,0,0,0,16.67,0,0,0,16.67,16.67,0,0,0,16.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.67,0,0,16.67,0,0,0,0,0,16.67,0,0,0,0,0,0,16.67,0,0,16.67,0,0,0,0
8831,What sports equipment is the man holding?,"What sports equipment is the man holding?
A. golf
B. hockey
C. tennis
D. cricket

(You must answer with only the letter enclosed in curly bracket, e.g. {A})",C,tennis,C,C,1,7,56.86,97.11,,,7,28.57,71.43,42.86,42.86,14.29,0,0,0,0,0,0,14.29,14.29,14.29,0,0,14.29,0,0,0,14.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.29,0,0,0,0,0,0,14.29,0,0,0,14.29,0,0,0,0,14.29,14.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.29,0,0,0,0,0,0,14.29,0,0,14.29,0,0,0,0
6252,During which season is this train transporting open-top hoppers?,"During which season is this train transporting open-top hoppers?
A. summer
B. winter
C. fall
D. spring

(You must answer with only the letter enclosed in curly bracket, e.g. {A})",B,fall,C,B,1,9,33.38,2.75,99,,9,33.33,55.56,44.44,44.44,22.22,0,0,0,0,0,0,22.22,11.11,0,0,11.11,11.11,0,0,0,11.11,0,0,0,0,0,0,11.11,0,11.11,0,0,0,0,0,11.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.22,0,11.11,0,0,0,0,0,0,22.22,0,0,11.11,0,0,11.11,0
12178,What feature does the bright red chair probably have?,"What feature does the bright red chair probably have?
A. reclinable
B. embedded speakers
C. bullet proof
D. adjustable height

(You must answer with only the letter enclosed in curly bracket, e.g. {A})",D,adjustable height,D,D,1,9,10.19,,,99,9,22.22,77.78,77.78,55.56,11.11,0,0,0,0,0,0,11.11,11.11,11.11,0,0,22.22,11.11,0,0,22.22,22.22,0,0,0,0,0,11.11,0,11.11,0,0,0,11.11,0,0,0,11.11,11.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.11,22.22,0,0,0,22.22,0,0,0,0,11.11,0,0,0,0,0,0,11.11,0,0,11.11,0,0,0,0
11095,Why is she holding his head?,"Why is she holding his head?
A. angry
B. her job
C. cutting hair
D. punishing him

(You must answer with only the letter enclosed in curly bracket, e.g. {A})",C,cutting hair,C,C,1,6,1,99,1,,6,16.67,83.33,66.67,66.67,33.33,33.33,0,0,0,33.33,0,0,16.67,0,0,0,16.67,16.67,0,0,16.67,0,0,0,0,0,0,16.67,0,16.67,0,16.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.33,0,0,0,0,0,0,33.33,0,0,16.67,16.67,0,0,0,0,0,0,0,0,0,0,16.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.67,0,0,0,0,0,0,16.67,0,0,16.67,0,0,0,0
9194,During what type of emergency would the white object be used?,"During what type of emergency would the white object be used?
A. fire
B. flood
C. earthquake
D. tsunami

(You must answer with only the letter enclosed in curly bracket, e.g. {A})",A,fire,A,A,1,11,89.52,,1,,11,9.09,81.82,72.73,54.55,9.09,0,0,0,0,0,0,9.09,9.09,9.09,0,18.18,18.18,0,0,0,27.27,9.09,0,0,0,0,0,18.18,0,18.18,0,9.09,9.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.09,0,0,0,0,0,0,0,0,0,9.09,0,0,0,9.09,0,0,9.09,9.09,0,0,0,0,0,0,0,9.09,0,0,9.09,0,0,0,0
6062,What is the man's profession?,"What is the man's profession?
A. teacher
B. doctor
C. athlete
D. dentist

(You must answer with only the letter enclosed in curly bracket, e.g. {A})",C,athlete,C,C,1,5,39.7,99,,,5,20,100,60,60,20,0,0,0,0,0,0,20,20,20,0,0,20,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,20,0,0,0,20,0,0,0,0,20,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,40,0,0,20,0,20,0,0
16610,The rope on this cow is attached to what?,"The rope on this cow is attached to what?
A. horns
B. neck
C. nose ring
D. ears

(You must answer with only the letter enclosed in curly bracket, e.g. {A})",B,nose ring,C,B,1,9,89.52,,,,9,11.11,66.67,66.67,66.67,22.22,0,0,0,0,0,0,22.22,22.22,11.11,0,22.22,11.11,0,0,0,11.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.11,0,0,0,0,0,0,11.11,0,0,11.11,0,0,0,0
6327,Why is the man on the left holding the object to his face?,"Why is the man on the left holding the object to his face?
A. to drink
B. to photograph
C. to talk
D. to view

(You must answer with only the letter enclosed in curly bracket, e.g. {A})",C,to drink,A,C,1,13,99,98.04,1,,13,7.69,84.62,61.54,61.54,7.69,7.69,0,0,0,7.69,0,0,30.77,23.08,0,15.38,7.69,7.69,0,0,7.69,0,0,0,0,0,0,7.69,0,7.69,0,7.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.38,0,0,0,0,0,0,15.38,0,0,0,15.38,0,0,0,0,0,0,0,0,0,0,7.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.69,0,0,7.69,0,0,0,0,0,7.69,0,0,0,0,0,0,7.69,0,0,7.69,0,0,0,0
3047,Which mode of transport here is inanimate?,"Which mode of transport here is inanimate?
A. train
B. horse
C. bike
D. car

(You must answer with only the letter enclosed in curly bracket, e.g. {A})",C. bike,bike,C,C,1,7,18.12,1,97.09,,7,28.57,57.14,57.14,57.14,14.29,0,0,0,0,0,0,14.29,0,0,0,14.29,14.29,14.29,0,0,14.29,0,0,0,0,0,0,14.29,0,14.29,0,0,0,0,0,14.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.29,14.29,0,0,14.29,0,0,0,0,0,14.29,0,0,0,0,0,0,14.29,0,0,14.29,0,0,0,0
1775,What does the man here look at?,"What does the man here look at?
A. friend
B. oncoming traffic
C. police
D. lights

(You must answer with only the letter enclosed in curly bracket, e.g. {A})",D,oncoming traffic,B,D,1,7,56.86,97.11,24.32,,7,0,100,85.71,71.43,14.29,0,0,0,0,0,0,14.29,14.29,14.29,0,14.29,14.29,14.29,0,0,28.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.29,0,0,0,0,0,0,14.29,0,0,0,14.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.57,28.57,14.29,0,14.29,14.29,0,0,0,0,14.29,0,0,0,0,0,0,14.29,0,0,14.29,0,0,0,0
12212,What type of internet service is being utilized by the computer?,"What type of internet service is being utilized by the computer?
A. cellular
B. dsl
C. fiber
D. cable

(You must answer with only the letter enclosed in curly bracket, e.g. {A})",D,cable,D,D,1,11,89.52,,,,11,36.36,90.91,54.55,54.55,9.09,0,0,0,0,0,0,9.09,9.09,9.09,0,18.18,18.18,0,0,0,18.18,0,0,0,0,0,0,9.09,0,9.09,0,9.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.18,0,0,18.18,18.18,0,0,18.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.09,0,0,0,0,0,0,9.09,0,0,9.09,0,0,0,0
7699,This kind of animal was the star of what TV show?,"This kind of animal was the star of what TV show?
A. garfield
B. yogi bear
C. mister ed
D. lassie

(You must answer with only the letter enclosed in curly bracket, e.g. {A})",D,mister ed,C,D,1,11,89.52,,,,11,0,81.82,54.55,54.55,18.18,0,0,0,0,0,0,18.18,18.18,9.09,0,18.18,9.09,0,0,0,9.09,0,0,0,0,0,0,18.18,0,18.18,0,0,0,18.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.09,0,0,9.09,9.09,9.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.09,0,0,0,9.09,0,0,0,9.09,0,0,0,0,0,0,0,9.09,0,0,9.09,0,0,0,0
13746,What is the rod sticking out of the suitcase used for?,"What is the rod sticking out of the suitcase used for?
A. straightening
B. radar
C. anchoring
D. pulling

(You must answer with only the letter enclosed in curly bracket, e.g. {A})",D,pulling,D,D,1,11,99,,5.07,,11,18.18,72.73,72.73,63.64,9.09,0,0,0,0,0,0,9.09,18.18,18.18,0,27.27,9.09,0,0,0,18.18,0,0,0,0,0,0,9.09,0,9.09,0,9.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.09,9.09,0,0,9.09,0,0,0,0,9.09,9.09,0,0,0,0,0,0,9.09,0,0,9.09,0,0,0,0
980,Why is he smiling?,"Why is he smiling?
A. is surprised
B. for camera
C. won money
D. is friendly

(You must answer with only the letter enclosed in curly bracket, e.g. {A})",B,for camera,B,B,1,4,1,99,1,99,4,25,100,100,75,25,25,0,0,0,25,0,0,0,0,0,0,25,25,0,0,50,0,0,0,0,0,0,25,0,25,0,25,0,0,0,0,0,25,25,0,25,25,0,0,0,0,0,50,25,0,0,0,0,0,25,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,25,0,0,25,0,0,0,0
3783,Who conducts baseball league?,"Who conducts baseball league?
A. mlb
B. iit
C. tts
D. nht

(You must answer with only the letter enclosed in curly bracket, e.g. {A})",A,mlb,A,A,1,4,26.1,99,,,4,50,75,25,25,25,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,25,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,25,0,0,0,0
12677,What bus is this?,"What bus is this?
A. tourist bus
B. public bus
C. school bus
D. double decker

(You must answer with only the letter enclosed in curly bracket, e.g. {A})",B,public bus,B,B,1,4,1,,,,4,0,75,75,75,50,0,0,0,0,0,0,50,25,0,0,0,25,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,25,0,0,25,0,0,0,0
16504,What is the boat rowing in through?,"What is the boat rowing in through?
A. canal
B. ocean
C. lake
D. river

(You must answer with only the letter enclosed in curly bracket, e.g. {A})",C,river,D,C,1,7,99,,24.32,,7,14.29,85.71,85.71,71.43,14.29,0,0,0,0,0,0,14.29,14.29,14.29,0,28.57,14.29,0,0,0,28.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.29,14.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.29,0,0,14.29,0,0,0,0,0,14.29,0,0,0,0,0,0,14.29,0,0,14.29,0,0,0,0
16830,What animals are standing tall?,"What animals are standing tall?
A. deer
B. antelopes
C. camels
D. giraffes

(You must answer with only the letter enclosed in curly bracket, e.g. {A})",D,giraffes,D,D,1,5,3.8,,63.35,,5,40,80,60,40,20,0,0,0,0,0,0,20,0,0,0,0,20,0,0,0,20,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,20,0,0,0,0,0,20,0,0,0,0,0,0,20,0,0,20,0,0,0,0
3887,What does the elephant seek?,"What does the elephant seek?
A. friendship
B. food
C. mate
D. baby elephants

(You must answer with only the letter enclosed in curly bracket, e.g. {A})",B,food,B,B,1,5,39.7,,,,5,20,80,60,60,20,0,0,0,0,0,0,20,20,20,0,0,20,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,0,0,0,0,0,0,0,20,0,0,0,0,0,0,20,0,0,20,0,0,0,0
13614,Which term would best describe this woman?,"Which term would best describe this woman?
A. quadragenarian
B. tricenarian
C. quinquagenarian
D. octogenarian

(You must answer with only the letter enclosed in curly bracket, e.g. {A})",A,octogenarian,D,A,1,7,2.35,40.06,24.32,,7,14.29,100,57.14,42.86,28.57,0,0,0,0,0,0,28.57,14.29,0,0,0,14.29,0,0,0,14.29,14.29,0,14.29,0,14.29,0,28.57,0,28.57,0,0,14.29,0,0,14.29,0,0,0,0,0,0,0,0,0,0,0,28.57,14.29,0,0,0,0,14.29,14.29,0,0,14.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.29,0,0,0,0,0,0,0,14.29,0,0,0,0,0,0,0,0,14.29,0,0,14.29,0,0,0,0
13781,This frisbee is how many grams?,"This frisbee is how many grams?
A. 200
B. 300
C. 160
D. 250

(You must answer with only the letter enclosed in curly bracket, e.g. {A})",C,160,C,C,1,6,1,,39.59,,6,16.67,100,83.33,66.67,16.67,0,0,0,0,0,0,16.67,33.33,0,0,0,16.67,16.67,0,0,16.67,16.67,33.33,0,0,0,0,16.67,0,16.67,16.67,16.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.67,16.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.67,0,0,0,0,0,0,16.67,0,0,16.67,0,0,0,0
6147,What is in the bottle held by the smallest child?,"What is in the bottle held by the smallest child?
A. rose
B. milk
C. wine
D. zinfandel

(You must answer with only the letter enclosed in curly bracket, e.g. {A})",C,milk,B,C,1,10,99,89.5,7.03,,10,10,90,80,60,10,0,0,0,0,0,0,10,20,20,0,20,10,0,0,0,20,10,10,10,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,0,0,10,0,0,0,0,10,10,0,0,0,0,0,0,10,0,0,10,0,0,0,0
10049,What material is the small white cup next to the mouthwash bottle made out of?,"What material is the small white cup next to the mouthwash bottle made out of?
A. metal
B. paper
C. ceramic
D. plastic

(You must answer with only the letter enclosed in curly bracket, e.g. {A})",A,paper,B,A,1,15,99,,63.35,,15,13.33,80,73.33,46.67,6.67,0,0,0,0,0,0,6.67,13.33,13.33,0,20,6.67,0,0,0,13.33,13.33,6.67,0,0,0,0,6.67,0,6.67,0,6.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.67,26.67,0,0,20,6.67,0,0,0,6.67,6.67,0,0,0,0,0,0,6.67,0,0,6.67,0,0,0,0
11279,What is the purpose of all the umbrellas?,"What is the purpose of all the umbrellas?
A. stop rain
B. for hiding
C. for flying
D. deflect sunlight

(You must answer with only the letter enclosed in curly bracket, e.g. {A})",D,deflect sunlight,D,D,1,8,98.55,,,,8,25,87.5,75,75,12.5,0,0,0,0,0,0,12.5,37.5,25,0,12.5,12.5,0,0,0,12.5,0,12.5,0,0,0,0,25,12.5,12.5,0,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.5,0,0,0,0,0,0,12.5,0,0,12.5,0,0,0,0
10675,The parrot on the right is what kind?,"The parrot on the right is what kind?
A. african gray
B. stork
C. seagull
D. budgie

(You must answer with only the letter enclosed in curly bracket, e.g. {A})",A,african gray,A,A,1,8,98.55,,,,8,0,75,62.5,62.5,12.5,0,0,0,0,0,0,12.5,25,25,0,12.5,12.5,0,0,0,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.5,0,0,0,0,0,0,0,0,0,12.5,0,0,0,0,0,0,12.5,0,0,12.5,0,0,0,0
19,What type of gathering is this?,"What type of gathering is this?
A. meeting
B. ceremony
C. barbeque
D. wedding

(You must answer with only the letter enclosed in curly bracket, e.g. {A})",C,barbeque,C,C,1,6,10.19,,,,6,16.67,83.33,66.67,66.67,33.33,0,0,0,0,0,0,33.33,16.67,0,0,16.67,16.67,0,0,0,16.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.67,0,0,0,0,0,0,16.67,0,0,16.67,0,0,0,0
11840,What setting is it likely to be?,"What setting is it likely to be?
A. restaurant
B. library
C. school
D. home

(You must answer with only the letter enclosed in curly bracket, e.g. {A})",A,restaurant,A,A,1,7,2.35,,,,7,14.29,85.71,85.71,71.43,28.57,0,0,0,0,0,0,28.57,0,0,0,14.29,28.57,0,0,0,28.57,14.29,0,0,0,0,0,14.29,0,14.29,0,0,0,14.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.29,0,0,0,0,0,0,14.29,0,0,14.29,0,0,0,0
3932,What are these people called?,"What are these people called?
A. officers
B. conductors
C. staff
D. passengers

(You must answer with only the letter enclosed in curly bracket, e.g. {A})",D,passengers,D,D,1,5,1,99,,,5,0,100,80,60,40,0,0,0,0,0,0,40,20,0,0,0,20,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,20,0,0,0,0,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,20,20,0,0,0,0,0,0,20,0,0,20,0,0,0,0
11766,What is the sidewalk made of?,"What is the sidewalk made of?
A. cobblestones
B. concrete
C. slate
D. brick

(You must answer with only the letter enclosed in curly bracket, e.g. {A})",A,cobblestones,A,A,1,6,89.52,,,,6,16.67,83.33,83.33,66.67,16.67,0,0,0,0,0,0,16.67,16.67,16.67,0,16.67,16.67,0,0,0,33.33,0,0,0,0,0,0,16.67,0,16.67,0,16.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.67,16.67,0,0,0,0,0,0,16.67,0,0,16.67,0,0,0,0
7658,Which fruit is more expensive to buy at the supermarket?,"Which fruit is more expensive to buy at the supermarket?
A. strawberry
B. banana
C. apple
D. orange

(You must answer with only the letter enclosed in curly bracket, e.g. {A})",B,orange,D,B,1,10,97.77,3.95,7.03,,10,20,90,70,60,10,0,0,0,0,0,0,10,20,10,0,20,10,0,0,0,10,20,10,0,0,0,0,10,0,10,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,20,0,10,0,0,0,0,0,0,10,0,0,0,10,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,10,0,0,10,0,0,0,0
12502,What utensils with the person holding this pizza use to eat it with?,"What utensils with the person holding this pizza use to eat it with?
A. knife
B. fork
C. spoon
D. none

(You must answer with only the letter enclosed in curly bracket, e.g. {A})",A,none,D,A,1,13,96.67,81.78,,,13,15.38,84.62,69.23,53.85,23.08,0,0,0,0,0,0,23.08,15.38,7.69,0,23.08,0,0,0,0,15.38,0,0,0,0,0,0,7.69,0,7.69,0,7.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.69,0,0,0,0,0,0,7.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.38,0,0,0,0,0,0,15.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.69,0,0,7.69,0,0,0,0
10122,What beverage is laying to the right of the skateboard?,"What beverage is laying to the right of the skateboard?
A. soda
B. beer
C. water
D. juice

(You must answer with only the letter enclosed in curly bracket, e.g. {A})",B,beer,B,B,1,10,99,,63.35,,10,20,90,70,60,10,0,0,0,0,0,0,10,20,20,0,20,10,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,0,10,10,0,0,0,0,0,10,0,0,0,0,0,0,10,0,0,10,0,0,0,0
